time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2019-01-31,28.8,25.8,35.9,30.5,2019-01-31 05:16,2019-01-31 17:47,14.7,4.1,0,11.3,31.7,280,3.24,0,u
2019-02-01,29,26.5,35.3,32.4,2019-02-01 05:17,2019-02-01 17:47,22.11,0.8,0,15.9,29.9,252,4.33,0,u
2019-02-02,29.6,26.4,36.7,31.3,2019-02-02 05:17,2019-02-02 17:47,22.9,5,0,18.2,30.6,263,4.51,0,u
2019-02-03,29.5,26.4,35.9,31.5,2019-02-03 05:17,2019-02-03 17:47,22.26,3.4,0,17.2,28.8,260,4.32,0,u
2019-02-04,29.7,27.2,36,32,2019-02-04 05:18,2019-02-04 17:47,20.23,4.4,0,15.5,29.5,277,4.23,0,u
2019-02-05,29.2,26.8,34.8,31.1,2019-02-05 05:18,2019-02-05 17:47,19.62,1.1,0,17.7,38.2,285,3.96,0,u
2019-02-06,29.8,26.4,36.9,31.5,2019-02-06 05:18,2019-02-06 17:47,22.27,3.9,0,14,28.1,262,4.44,0,u
2019-02-07,29.4,25.7,36.2,31.3,2019-02-07 05:18,2019-02-07 17:47,20.81,9.5,0,15.8,31,256,4.01,0,u
2019-02-08,28.4,26.1,35.2,31.5,2019-02-08 05:19,2019-02-08 17:46,18.64,20.4,0,16.8,31.3,237,3.55,0,u
2019-02-09,29.1,25.6,36.1,31.1,2019-02-09 05:19,2019-02-09 17:46,20.38,12,0,15.8,28.8,238,3.97,0,u
2019-02-10,29.2,26.3,36.2,31.3,2019-02-10 05:19,2019-02-10 17:46,24.07,4.9,0,12.8,25.9,235,4.73,0,u
2019-02-11,28.5,25.8,35.2,31.1,2019-02-11 05:19,2019-02-11 17:46,23.25,3,0,17.3,29.9,229,4.35,0,u
2019-02-12,28.6,26.2,35,31.6,2019-02-12 05:20,2019-02-12 17:46,19.93,2.2,0,10,23,252,3.93,0,u
2019-02-13,28.7,25.9,35.5,31.4,2019-02-13 05:20,2019-02-13 17:45,17.49,5,0,6.9,16.9,295,3.59,0,u
2019-02-14,28.6,25.9,36.1,31.9,2019-02-14 05:20,2019-02-14 17:45,24.21,5.6,0,12.6,31,143,4.59,0,u
2019-02-15,28.9,25.9,36.6,31.3,2019-02-15 05:20,2019-02-15 17:45,25.47,3.5,0,14.2,26.6,145,4.84,0,u
2019-02-16,29.3,26.3,37,31.6,2019-02-16 05:20,2019-02-16 17:45,25.09,6.9,0,15.2,26.6,147,4.81,0,u
2019-02-17,29.3,26.3,37.8,31.9,2019-02-17 05:21,2019-02-17 17:44,25.25,5.1,0,11.4,26.6,,4.96,0,u
2019-02-18,29.3,26.1,37.1,31.6,2019-02-18 05:21,2019-02-18 17:44,23.16,8.7,0,11.5,25.9,212,4.56,0,u
2019-02-19,29.1,26.7,37.7,32.5,2019-02-19 05:21,2019-02-19 17:44,24.69,11.7,0,11.8,26.6,109,4.77,0,u
2019-02-20,29,27,37.1,32.9,2019-02-20 05:21,2019-02-20 17:43,22.61,12.4,0,9.8,30.6,137,4.44,0,u
2019-02-21,28.9,26.6,37.2,32.4,2019-02-21 05:21,2019-02-21 17:43,24.22,10,0,10.6,28.8,106,4.75,0,u
2019-02-22,29.1,26.6,36.3,32.4,2019-02-22 05:21,2019-02-22 17:43,22.73,6.2,0,13.3,22.3,145,4.34,0,u
2019-02-23,29.3,25.8,36.9,31.7,2019-02-23 05:21,2019-02-23 17:42,25.16,2.8,0,14.8,28.4,157,4.72,0,u
2019-02-24,29.5,26.5,37.9,32.4,2019-02-24 05:21,2019-02-24 17:42,25.82,7.6,0,14.2,25.6,143,4.91,0,u
2019-02-25,29.5,26.4,37.9,32.5,2019-02-25 05:22,2019-02-25 17:42,26,3.3,0,12.3,24.5,146,4.95,0,u
2019-02-26,30.1,26.7,37.5,32,2019-02-26 05:22,2019-02-26 17:41,26.4,0.6,0,16.7,29.2,124,5.12,0,u
2019-02-27,29.5,26.5,36.9,32.3,2019-02-27 05:22,2019-02-27 17:41,24.81,6.7,0,15,26.3,134,4.71,0,u
2019-02-28,29.4,26.4,37.7,32.2,2019-02-28 05:22,2019-02-28 17:40,23.33,9.4,0,15.4,32.8,139,4.49,0,u
2019-03-01,29,26.6,36.2,32.6,2019-03-01 05:22,2019-03-01 17:40,22.7,14.1,0,11.3,28.8,172,4.35,0,u
2019-03-02,28.6,26.4,35.7,32,2019-03-02 05:22,2019-03-02 17:40,22.02,10.3,0,13.1,29.5,156,4.2,0,u
2019-03-03,28.6,25.8,35.8,31.2,2019-03-03 05:22,2019-03-03 17:39,20.94,9.3,0,13.6,28.4,148,4.04,0,u
2019-03-04,28.7,25.9,36.4,31.5,2019-03-04 05:22,2019-03-04 17:39,22.21,10.6,0,13.8,26.6,161,4.26,0,u
2019-03-05,28.7,26.7,37.9,32.3,2019-03-05 05:22,2019-03-05 17:38,21.59,7.8,0,10.8,25.9,160,4.28,0,u
2019-03-06,28.1,25.8,36.5,31.5,2019-03-06 05:22,2019-03-06 17:38,19.97,17.1,0,10,29.5,242,3.95,0,u
2019-03-07,28.3,25.4,34.3,28.7,2019-03-07 05:22,2019-03-07 17:37,10.65,52.3,0,24.5,38.9,283,2.43,0,u
2019-03-08,28.2,26.3,32.6,29.6,2019-03-08 05:22,2019-03-08 17:37,13.24,10.2,0,20.6,36,280,3.12,0,u
2019-03-09,29.7,26.8,36,31.7,2019-03-09 05:22,2019-03-09 17:36,22.12,0.4,0,13.6,24.8,258,4.68,0,u
2019-03-10,29.3,26.1,35.9,30.6,2019-03-10 05:22,2019-03-10 17:36,24.29,3.1,0,12.4,28.1,254,4.82,0,u
2019-03-11,29.5,26,37.8,31.5,2019-03-11 05:22,2019-03-11 17:35,25.18,2.6,0,11.4,23.4,232,4.84,0,u
2019-03-12,28.4,26.2,36.1,32,2019-03-12 05:22,2019-03-12 17:35,22.55,3.3,0,6.3,23.4,116,4.45,0,u
2019-03-13,28.3,25.8,34.3,31.5,2019-03-13 05:22,2019-03-13 17:34,18.05,8.8,0,16.1,29.2,206,3.41,0,u
2019-03-14,29.2,25.8,35.1,31,2019-03-14 05:22,2019-03-14 17:34,19.1,2,0,15.3,27.4,201,3.86,0,u
2019-03-15,27.6,24.6,32.3,29.4,2019-03-15 05:22,2019-03-15 17:33,11.18,18.6,0,12.4,28.4,235,2.25,0,u
2019-03-16,27.9,24.9,32.4,29.7,2019-03-16 05:22,2019-03-16 17:33,17.84,11.4,0,18.1,29.2,242,3.32,0,u
2019-03-17,28.4,25.2,35.1,30.9,2019-03-17 05:22,2019-03-17 17:32,16.66,11.4,0,14.2,26.6,250,3.29,0,u
2019-03-18,28.2,25.4,34.1,30.3,2019-03-18 05:22,2019-03-18 17:32,18.91,19.1,0,18.1,30.2,261,3.56,0,u
2019-03-19,28.4,26.2,34.3,31.5,2019-03-19 05:22,2019-03-19 17:31,17.96,7.2,0,15.3,28.1,260,3.47,0,u
2019-03-20,28.8,26.6,35,32,2019-03-20 05:21,2019-03-20 17:31,13.09,7.1,0,11.7,26.3,277,2.69,0,u
2019-03-21,29.5,26.2,37.5,31.5,2019-03-21 05:21,2019-03-21 17:30,21.54,8.5,0,10.1,28.8,290,4.33,0,u
2019-03-22,29.4,26,37.9,31.7,2019-03-22 05:21,2019-03-22 17:30,21.44,8.6,0,11.1,25.9,278,4.21,0,u
2019-03-23,28.4,26.5,34.5,31.1,2019-03-23 05:21,2019-03-23 17:29,13,22.3,0,12.1,25.6,278,2.72,0,u
2019-03-24,28.2,26.6,34.5,31.5,2019-03-24 05:21,2019-03-24 17:29,15.62,9.9,0,10.2,19.8,287,3.17,0,u
2019-03-25,29,26.2,36.6,32.1,2019-03-25 05:21,2019-03-25 17:28,20.85,9.7,0,12.9,26.6,204,4.05,0,u
2019-03-26,28.8,26.5,36,32.4,2019-03-26 05:21,2019-03-26 17:27,21.34,7,0,15.3,28.1,152,4.05,0,u
2019-03-27,28.8,25.8,35.8,32.2,2019-03-27 05:21,2019-03-27 17:27,23.91,2.6,0,13.3,23.8,175,4.57,0,u
2019-03-28,28.9,26.5,36.1,32,2019-03-28 05:21,2019-03-28 17:26,22.14,1.9,0,11.6,20.5,189,4.26,0,u
2019-03-29,28.3,25.7,34.7,31.4,2019-03-29 05:21,2019-03-29 17:26,18.4,4.3,0,15.9,27,217,3.51,0,u
2019-03-30,29.3,26.1,36.8,31.7,2019-03-30 05:21,2019-03-30 17:25,23.64,5.7,0,13.7,27.4,157,4.59,0,u
2019-03-31,29.2,25.7,35.6,31.7,2019-03-31 05:21,2019-03-31 17:25,25.08,0.4,0,13.8,22,,4.87,0,u
2019-04-01,28.4,26.2,35.9,31.6,2019-04-01 05:21,2019-04-01 17:24,24.08,0.2,0,12.2,23,153,4.63,0,u
2019-04-02,28.6,25.9,35.7,31.1,2019-04-02 05:21,2019-04-02 17:24,23.33,3.7,0,14.8,25.2,148,4.39,0,u
2019-04-03,28.5,25.9,35.1,30.8,2019-04-03 05:21,2019-04-03 17:23,22.17,3.4,0,16.6,26.3,136,4.15,0,u
2019-04-04,28.3,26.1,35.6,31.2,2019-04-04 05:20,2019-04-04 17:23,21.46,8.9,0,18.1,33.1,135,3.97,0,u
2019-04-05,28.4,26.2,35.2,31.7,2019-04-05 05:20,2019-04-05 17:22,20.81,11.3,0,13.4,27,140,3.91,0,u
2019-04-06,28.5,26.2,34.7,32.1,2019-04-06 05:20,2019-04-06 17:22,20.35,6.4,0,16.2,27.7,168,3.78,0,u
2019-04-07,29.4,26.5,35.8,32.3,2019-04-07 05:20,2019-04-07 17:21,24.56,0,0,17.4,28.8,213,4.71,0,u
2019-04-08,29.3,26.8,36.9,32.7,2019-04-08 05:20,2019-04-08 17:21,21.79,5.6,0,12.4,26.3,248,4.23,0,u
2019-04-09,28.9,26.3,36.7,32.6,2019-04-09 05:20,2019-04-09 17:20,21.26,5.2,0,8.7,25.2,155,4.17,0,u
2019-04-10,28.7,26.9,35.9,32.9,2019-04-10 05:20,2019-04-10 17:20,20.82,7.9,0,13.7,29.2,153,3.88,0,u
2019-04-11,29.4,26.7,36.4,32.2,2019-04-11 05:20,2019-04-11 17:19,20.76,12.3,0,12.6,27.4,143,3.99,0,u
2019-04-12,28.9,26.3,36,32.2,2019-04-12 05:20,2019-04-12 17:19,18.15,6.8,0,15.2,25.6,124,3.49,0,u
2019-04-13,28.9,26.3,35.9,32.3,2019-04-13 05:20,2019-04-13 17:18,19.42,25.9,0,11.9,25.9,144,3.73,0,u
2019-04-14,28.5,26.2,36,31.8,2019-04-14 05:20,2019-04-14 17:18,19.85,8.9,0,10.3,25.6,167,3.77,0,u
2019-04-15,28.5,26.2,36,31.8,2019-04-15 05:20,2019-04-15 17:17,19.78,8.9,0,11.2,26.3,152,3.74,0,u
2019-04-16,28.8,27.1,36.7,33.1,2019-04-16 05:20,2019-04-16 17:17,19.96,8,0,11.2,27.7,140,3.89,0,u
2019-04-17,29.3,26.7,37.2,32.3,2019-04-17 05:20,2019-04-17 17:16,22.02,3.1,0,9.9,23.8,120,4.39,0,u
2019-04-18,29.9,26.7,36,31.8,2019-04-18 05:20,2019-04-18 17:16,22.5,0.8,0,18.1,32.4,124,4.49,0,u
2019-04-19,29.7,26.8,36.4,31.9,2019-04-19 05:20,2019-04-19 17:15,24.13,0.7,0,15.1,24.1,123,4.79,0,u
2019-04-20,29.7,26.2,35.2,30.7,2019-04-20 05:20,2019-04-20 17:15,22.9,0,0,18.6,30.6,123,4.59,0,u
2019-04-21,29.5,26.7,35.2,31.1,2019-04-21 05:20,2019-04-21 17:15,22.22,0,0,18.3,27.4,118,4.46,0,u
2019-04-22,29.6,26.7,36.2,31.2,2019-04-22 05:20,2019-04-22 17:14,22.9,1.9,0,18.5,27,119,4.53,0,u
2019-04-23,29.8,26.6,35.3,31,2019-04-23 05:20,2019-04-23 17:14,22.64,0.5,0,19.8,30.6,119,4.51,0,u
2019-04-24,29.6,26.7,35.8,31.4,2019-04-24 05:20,2019-04-24 17:13,23.34,0,0,16.8,28.4,122,4.57,0,u
2019-04-25,29,26.5,34.5,31.5,2019-04-25 05:20,2019-04-25 17:13,22.35,0,0,20.6,32,124,4.29,0,u
2019-04-26,28.9,26.3,34.7,31.2,2019-04-26 05:20,2019-04-26 17:13,21.78,0,0,16.7,27.4,127,4.12,0,u
2019-04-27,28.1,25.8,34,31.3,2019-04-27 05:20,2019-04-27 17:12,20.77,9.2,0,17.2,31.7,134,3.69,0,u
2019-04-28,28.6,25.9,35.7,31.4,2019-04-28 05:20,2019-04-28 17:12,19.96,19.2,0,12.6,28.1,123,3.76,0,u
2019-04-29,27.8,26,35.2,31.7,2019-04-29 05:20,2019-04-29 17:12,14.26,16.9,0,10,25.6,169,2.83,0,u
2019-04-30,28.5,26.1,35.2,31.7,2019-04-30 05:20,2019-04-30 17:11,19.92,3.2,0,12.8,26.3,145,3.74,0,u
2019-05-01,28.2,25.6,35.8,31.4,2019-05-01 05:20,2019-05-01 17:11,21.32,1.7,0,12.8,25.9,157,3.94,0,u
2019-05-02,28.3,25.4,34.6,31.3,2019-05-02 05:20,2019-05-02 17:11,20.88,5.2,0,14.6,25.9,160,3.87,0,u
2019-05-03,28.7,25.8,35.1,31.8,2019-05-03 05:20,2019-05-03 17:10,21.77,0,0,14.4,24.5,143,4.1,0,u
2019-05-04,28.3,25.8,34.7,31.6,2019-05-04 05:20,2019-05-04 17:10,21.16,0.6,0,13.4,24.5,150,3.88,0,u
2019-05-05,28.9,26.1,35.4,31.6,2019-05-05 05:20,2019-05-05 17:10,20.07,2.4,0,18.3,28.8,132,3.81,0,u
2019-05-06,28.5,26.1,34.2,31.2,2019-05-06 05:21,2019-05-06 17:10,20.24,1,0,17.4,29.5,126,3.81,0,u
2019-05-07,29.1,26.3,34.7,31.2,2019-05-07 05:21,2019-05-07 17:09,21.43,0.4,0,19.7,32.4,124,3.99,0,u
2019-05-08,28.9,26.3,33.9,30.1,2019-05-08 05:21,2019-05-08 17:09,21.97,0,0,17.1,27.4,125,4.48,0,u
2019-05-09,28.8,25.5,33.3,28.8,2019-05-09 05:21,2019-05-09 17:09,21.33,0,0,20.6,34.6,128,4.33,0,u
2019-05-10,27.7,25.5,31.7,28.9,2019-05-10 05:21,2019-05-10 17:09,19.81,2.3,0,21.1,35.3,122,3.95,0,u
2019-05-11,28.2,25.6,31.9,28.7,2019-05-11 05:21,2019-05-11 17:08,19.96,0,0,21.3,34.2,123,4.06,0,u
2019-05-12,28.2,25.5,32.8,29,2019-05-12 05:21,2019-05-12 17:08,20.78,0,0,20.7,32.8,128,3.97,0,u
2019-05-13,28.1,25.3,33.3,29.2,2019-05-13 05:21,2019-05-13 17:08,20.66,0,0,18.4,28.8,131,3.81,0,u
2019-05-14,28.7,25.8,34.4,30.1,2019-05-14 05:22,2019-05-14 17:08,21.81,0,0,14.4,23.8,123,4.13,0,u
2019-05-15,28.7,25.8,33.5,30.3,2019-05-15 05:22,2019-05-15 17:08,20.47,0,0,19.5,30.2,124,3.82,0,u
2019-05-16,27.9,25.5,32.8,29.7,2019-05-16 05:22,2019-05-16 17:08,20.43,0,0,17.9,28.1,135,3.8,0,u
2019-05-17,27.8,25,31.8,29.7,2019-05-17 05:22,2019-05-17 17:08,19.06,0,0,18.5,30.2,130,3.55,0,u
2019-05-18,27.8,24.9,32.3,28.7,2019-05-18 05:22,2019-05-18 17:07,21.27,0,0,18,28.8,132,3.95,0,u
2019-05-19,28.4,24.9,32.7,28.8,2019-05-19 05:22,2019-05-19 17:07,20.71,0,0,19.8,33.5,127,3.92,0,u
2019-05-20,27.9,25.6,32.6,30.3,2019-05-20 05:23,2019-05-20 17:07,19.83,0,0,20.4,33.1,132,3.59,0,u
2019-05-21,28.4,25.5,33.3,30.1,2019-05-21 05:23,2019-05-21 17:07,20.43,0.1,0,20.2,36,125,3.71,0,u
2019-05-22,28.2,25.6,33.1,30.5,2019-05-22 05:23,2019-05-22 17:07,20.58,0.5,0,20.4,30.6,120,3.73,0,u
2019-05-23,28.6,25.7,34.1,29.9,2019-05-23 05:23,2019-05-23 17:07,20.93,1.3,0,18.8,31.7,121,3.88,0,u
2019-05-24,28.3,25.5,32.1,29,2019-05-24 05:23,2019-05-24 17:07,21.28,0,0,22.6,35.3,123,4.05,0,u
2019-05-25,27.7,24.9,32,28.8,2019-05-25 05:24,2019-05-25 17:07,19.59,0,0,19.9,31.7,130,3.58,0,u
2019-05-26,28,25.2,32.4,29.5,2019-05-26 05:24,2019-05-26 17:07,19.39,0.2,0,19.5,32.4,126,3.55,0,u
2019-05-27,28.3,25.4,33.4,29.7,2019-05-27 05:24,2019-05-27 17:07,19.67,1.7,0,17.3,29.5,119,3.63,0,u
2019-05-28,28.2,25.6,33.7,30.9,2019-05-28 05:24,2019-05-28 17:07,20.29,0.1,0,16.5,26.6,125,3.77,0,u
2019-05-29,28.2,25.8,32.7,29.8,2019-05-29 05:25,2019-05-29 17:07,19.97,0,0,22.1,33.5,122,3.81,0,u
2019-05-30,28,25.4,30.8,28.6,2019-05-30 05:25,2019-05-30 17:07,19.37,0.2,0,26.6,40.3,123,3.73,0,u
2019-05-31,27.5,25.3,29.4,27.9,2019-05-31 05:25,2019-05-31 17:07,17.99,0,0,28.8,45.4,124,3.85,0,u
2019-06-01,26.9,25.3,29.1,27.9,2019-06-01 05:25,2019-06-01 17:07,16.27,1,0,27,43.9,124,3.33,0,u
2019-06-02,26.6,25,29.2,28.1,2019-06-02 05:26,2019-06-02 17:07,16.26,2,0,23.3,35.6,129,3.15,0,u
2019-06-03,27.7,25,31.6,28.6,2019-06-03 05:26,2019-06-03 17:07,18.2,0.7,0,21.3,36.4,126,3.34,0,u
2019-06-04,28,25.1,33.2,29.4,2019-06-04 05:26,2019-06-04 17:07,19.3,0.9,0,15.3,29.5,123,3.6,0,u
2019-06-05,28.1,25.3,33.4,29.9,2019-06-05 05:26,2019-06-05 17:07,19.86,0,0,15.6,24.1,128,3.67,0,u
2019-06-06,28.2,25.2,33.1,29.6,2019-06-06 05:26,2019-06-06 17:07,20.27,0,0,16.8,26.3,122,3.74,0,u
2019-06-07,27.9,25.2,33.1,29.9,2019-06-07 05:27,2019-06-07 17:08,20.4,0,0,16.3,26.3,130,3.73,0,u
2019-06-08,27.6,24.7,32,29,2019-06-08 05:27,2019-06-08 17:08,19.13,0,0,18.7,29.5,137,3.42,0,u
2019-06-09,26.7,24.7,30.6,29.3,2019-06-09 05:27,2019-06-09 17:08,17.47,0.7,0,20.7,33.5,139,2.96,0,u
2019-06-10,27.8,24.9,31.9,28.9,2019-06-10 05:27,2019-06-10 17:08,18.94,0,0,20.1,33.8,136,3.44,0,u
2019-06-11,27.4,24.7,31.2,29.4,2019-06-11 05:28,2019-06-11 17:08,17.55,0.8,0,21.3,33.1,134,3.14,0,u
2019-06-12,27.9,25.1,31.5,29.1,2019-06-12 05:28,2019-06-12 17:08,18.09,1.3,0,24,38.5,129,3.25,0,u
2019-06-13,26.9,24.7,31,28.8,2019-06-13 05:28,2019-06-13 17:08,16.37,5.5,0,19.6,32.4,129,2.88,0,u
2019-06-14,27,25.1,31.2,29.3,2019-06-14 05:28,2019-06-14 17:09,15.72,9.9,0,19.7,31,128,2.81,0,u
2019-06-15,27.7,24.8,31.3,28.7,2019-06-15 05:29,2019-06-15 17:09,19.12,0.1,0,22.6,36.7,127,3.44,0,u
2019-06-16,27.3,24.1,30.6,28.1,2019-06-16 05:29,2019-06-16 17:09,18.8,0,0,21.6,33.5,132,3.44,0,u
2019-06-17,27.2,24,30.4,27.7,2019-06-17 05:29,2019-06-17 17:09,19.42,0,0,21.3,34.9,128,3.58,0,u
2019-06-18,27.1,23.5,31.1,26.9,2019-06-18 05:29,2019-06-18 17:09,19.94,0,0,18,29.5,129,3.59,0,u
2019-06-19,27.1,23.8,30.4,27,2019-06-19 05:30,2019-06-19 17:10,18.69,0,0,19.6,34.2,142,3.41,0,u
2019-06-20,26.9,23.5,30.5,27.1,2019-06-20 05:30,2019-06-20 17:10,19.21,0,0,16,27.7,146,3.56,0,u
2019-06-21,27,23.7,30.8,27.5,2019-06-21 05:30,2019-06-21 17:10,19.68,0,0,18.5,29.2,144,3.59,0,u
2019-06-22,27.3,23.9,30.9,27.7,2019-06-22 05:30,2019-06-22 17:10,19.6,0,0,18.8,30.2,137,3.59,0,u
2019-06-23,27.4,23.7,31,27.7,2019-06-23 05:31,2019-06-23 17:10,19.16,0,0,19.7,31.3,145,3.52,0,u
2019-06-24,27.1,23.8,31.2,27.4,2019-06-24 05:31,2019-06-24 17:11,20.26,0,0,18,30.6,135,3.66,0,u
2019-06-25,27.3,23.9,32,27.8,2019-06-25 05:31,2019-06-25 17:11,20.26,0,0,22.3,33.8,128,3.75,0,u
2019-06-26,27.2,23.8,30.8,27.2,2019-06-26 05:31,2019-06-26 17:11,19.85,0,0,20.1,32,131,3.69,0,u
2019-06-27,26.6,23.6,29.6,27,2019-06-27 05:31,2019-06-27 17:11,19.13,0,0,21.3,34.2,147,3.47,0,u
2019-06-28,26.2,23.4,27.8,25,2019-06-28 05:31,2019-06-28 17:12,18.79,0,0,24.1,39.6,132,3.96,0,u
2019-06-29,26.6,23.5,27.5,24.3,2019-06-29 05:32,2019-06-29 17:12,19.61,0,0,28.4,44.6,125,4.32,0,u
2019-06-30,27,23.3,29.3,25.7,2019-06-30 05:32,2019-06-30 17:12,18.8,0,0,20.9,32.8,132,3.72,0,u
2019-07-01,26.8,23.5,30.5,27.4,2019-07-01 05:32,2019-07-01 17:12,19.01,0.2,0,18.1,28.8,144,3.51,0,u
2019-07-02,27.2,24.1,32.1,28.5,2019-07-02 05:32,2019-07-02 17:13,18.89,0,0,15.2,25.9,141,3.42,0,u
2019-07-03,27.2,24.9,32.7,29.1,2019-07-03 05:32,2019-07-03 17:13,18.12,4,0,16.7,28.8,124,3.17,0,u
2019-07-04,27.2,25.1,32.7,29.7,2019-07-04 05:32,2019-07-04 17:13,17.27,8.1,0,14.5,29.9,123,3.13,0,u
2019-07-05,26.8,24.4,31.2,27.8,2019-07-05 05:33,2019-07-05 17:13,17.9,1,0,17.9,28.8,140,3.11,0,u
2019-07-06,27,23.5,30.5,26.1,2019-07-06 05:33,2019-07-06 17:14,21.05,0.1,0,21.7,33.5,127,3.88,0,u
2019-07-07,26.6,23.4,29.5,25.8,2019-07-07 05:33,2019-07-07 17:14,20.84,0,0,22,34.2,124,3.85,0,u
2019-07-08,26.7,23.3,29.4,25.5,2019-07-08 05:33,2019-07-08 17:14,20.28,0,0,22.8,36.7,123,3.89,0,u
2019-07-09,25.7,23.2,28.2,26,2019-07-09 05:33,2019-07-09 17:14,16.72,0.6,0,22.4,36.4,135,2.99,0,u
2019-07-10,26.1,23.4,29.1,26.6,2019-07-10 05:33,2019-07-10 17:14,18.45,0,0,21,33.1,130,3.35,0,u
2019-07-11,26.8,23.3,30.4,26.1,2019-07-11 05:33,2019-07-11 17:15,20.27,0.4,0,20,32,128,3.67,0,u
2019-07-12,26.7,23.7,30.1,26.8,2019-07-12 05:33,2019-07-12 17:15,19.79,0.1,0,21.1,33.1,128,3.47,0,u
2019-07-13,26.2,23.3,27.5,25.6,2019-07-13 05:33,2019-07-13 17:15,19.51,0,0,26.1,41.8,128,3.66,0,u
2019-07-14,26.4,22.9,29,25.1,2019-07-14 05:33,2019-07-14 17:15,19.8,0,0,22.4,36,130,3.8,0,u
2019-07-15,26.7,23.5,28.4,25.5,2019-07-15 05:33,2019-07-15 17:16,19.22,0.5,0,27.9,44.3,123,3.7,0,u
2019-07-16,25.8,23,28,25.5,2019-07-16 05:33,2019-07-16 17:16,18.73,0.5,0,25.8,40.3,129,3.49,0,u
2019-07-17,26.5,23.6,28.8,25.6,2019-07-17 05:33,2019-07-17 17:16,19.03,0.1,0,23.8,40.7,130,3.59,0,u
2019-07-18,27.1,23.9,30.1,27.3,2019-07-18 05:33,2019-07-18 17:16,19.18,0.4,0,22.4,35.3,136,3.46,0,u
2019-07-19,26.7,24.2,30.7,28.3,2019-07-19 05:33,2019-07-19 17:16,16.8,3.6,0,19.5,31.7,132,3.06,0,u
2019-07-20,27.1,24.3,30.4,28,2019-07-20 05:33,2019-07-20 17:16,19.17,1.7,0,24,37.4,135,3.38,0,u
2019-07-21,26.5,23.8,29.3,27.5,2019-07-21 05:33,2019-07-21 17:17,18.5,1.8,0,23,35.6,138,3.28,0,u
2019-07-22,26.6,23.4,29.4,26.9,2019-07-22 05:33,2019-07-22 17:17,19.78,0.1,0,23.2,38.9,141,3.5,0,u
2019-07-23,26.9,23.4,30,26.8,2019-07-23 05:33,2019-07-23 17:17,20.54,0,0,21.1,34.9,139,3.71,0,u
2019-07-24,26.2,23.4,29.1,26.4,2019-07-24 05:33,2019-07-24 17:17,20.06,0.9,0,22.9,37.1,143,3.56,0,u
2019-07-25,27.1,23.4,29.5,25.4,2019-07-25 05:32,2019-07-25 17:17,20.19,0.3,0,24.6,36.7,128,3.95,0,u
2019-07-26,26.8,23.2,30.6,26.5,2019-07-26 05:32,2019-07-26 17:17,21.02,0,0,20.2,32,133,3.79,0,u
2019-07-27,27.1,23.4,30.8,26.7,2019-07-27 05:32,2019-07-27 17:18,20.73,0,0,19.7,32.8,132,3.78,0,u
2019-07-28,26.8,23.5,29.4,26.8,2019-07-28 05:32,2019-07-28 17:18,20.71,0.3,0,22.8,38.5,141,3.78,0,u
2019-07-29,26.7,23.3,29.7,26.5,2019-07-29 05:32,2019-07-29 17:18,18.32,0.5,0,23.3,37.8,143,3.31,0,u
2019-07-30,27.1,23.5,29.9,26.4,2019-07-30 05:32,2019-07-30 17:18,20.4,0,0,23.1,40,136,3.79,0,u
2019-07-31,26.8,23.6,29.4,26.7,2019-07-31 05:31,2019-07-31 17:18,19.99,0.5,0,22.6,36.4,138,3.68,0,u
2019-08-01,27,23.3,30.5,26,2019-08-01 05:31,2019-08-01 17:18,21.09,0.1,0,22.6,35.6,133,3.86,0,u
2019-08-02,27,23.6,29.7,27.1,2019-08-02 05:31,2019-08-02 17:18,21.65,0,0,22.6,40,133,3.94,0,u
2019-08-03,26.8,23.4,28.2,25.3,2019-08-03 05:31,2019-08-03 17:18,21.34,0,0,30.9,48.6,127,4.21,0,u
2019-08-04,25.9,22.9,27.2,24,2019-08-04 05:31,2019-08-04 17:18,19.73,0,0,26,42.1,135,3.99,0,u
2019-08-05,26.3,22.2,27.9,23.6,2019-08-05 05:30,2019-08-05 17:19,20.81,0,0,22.2,37.8,137,4.12,0,u
2019-08-06,25.8,23,28.5,25.4,2019-08-06 05:30,2019-08-06 17:19,19.88,0,0,20.8,34.9,147,3.55,0,u
2019-08-07,25.7,22.9,28.3,26.2,2019-08-07 05:30,2019-08-07 17:19,19.08,0,0,21.3,34.6,139,3.44,0,u
2019-08-08,25.8,23.1,28.5,26.1,2019-08-08 05:29,2019-08-08 17:19,20.76,0.4,0,22.1,35.3,138,3.6,0,u
2019-08-09,26.6,23.2,28.9,26.4,2019-08-09 05:29,2019-08-09 17:19,19.96,0.1,0,24,39.6,134,3.58,0,u
2019-08-10,26.7,23.2,29.7,26.3,2019-08-10 05:29,2019-08-10 17:19,21.21,0,0,21.7,34.9,135,3.84,0,u
2019-08-11,26.1,23,29.8,27,2019-08-11 05:28,2019-08-11 17:19,20.14,0.3,0,19.5,32,149,3.53,0,u
2019-08-12,27.6,23.7,32.7,27.2,2019-08-12 05:28,2019-08-12 17:19,22.8,0.1,0,15.5,27.7,135,4.18,0,u
